,实际金额,实际金额,实际金额
2017-06-18,153.89999999999998,75.5,229.4
2017-06-19,86.6,37.0,123.60000000000001
2017-06-20,90.2,77.5,167.7
2017-06-21,174.5,48.5,223.0
2017-06-22,87.4,70.8,158.2
2017-06-23,123.19999999999999,262.5,385.70000000000005
2017-06-24,94.5,130.0,224.49999999999997
2017-06-25,94.69999999999999,77.5,172.2
2017-06-26,82.1,182.0,264.1
2017-06-27,136.39999999999998,236.0,372.4000000000001
2017-06-28,135.6,219.8,355.40000000000003
2017-06-29,58.5,130.0,188.5
2017-06-30,160.29999999999998,267.1,427.4000000000001
2017-07-01,73.8,72.5,146.3
2017-07-02,90.1,31.0,121.1
2017-07-03,24.6,28.5,53.1
2017-07-04,34.3,55.0,89.3
2017-07-05,30.700000000000003,56.0,86.69999999999999
2017-07-07,67.5,46.0,113.5
2017-07-08,1.5,2.5,4.0
2017-07-09,0.0,3.5,3.5
2017-07-11,0.0,8.0,8.0
2017-07-12,0.0,12.0,12.0
2017-07-13,0.0,7.0,7.0
2017-07-14,8.1,4.0,12.1
2017-07-15,21.0,9.0,30.0
2017-07-16,0.0,10.0,10.0
2017-07-18,9.8,19.0,28.8
2017-07-19,7.5,26.5,34.0
2017-07-20,0.0,8.5,8.5
2017-07-21,9.0,2.5,11.5
2017-07-23,47.1,67.0,114.1
2017-07-24,117.19999999999999,129.6,246.80000000000004
2017-07-25,33.2,68.6,101.8
2017-07-26,61.599999999999994,64.0,125.6
2017-07-27,66.6,161.10000000000002,227.70000000000005
2017-07-28,4.5,46.5,51.0
2017-07-29,5.0,19.5,24.5
2017-07-30,46.699999999999996,74.0,120.7
2017-07-31,83.89999999999999,75.0,158.9
2017-08-01,8.5,76.5,85.0
2017-08-02,9.0,43.0,52.0
2017-08-03,20.5,12.0,32.5
2017-08-04,100.8,61.5,162.3
2017-08-05,13.5,70.5,84.0
2017-08-06,18.400000000000002,50.0,68.39999999999999
2017-08-07,11.8,8.5,20.3
2017-08-08,12.0,47.5,59.5
2017-08-09,9.5,49.0,58.5
2017-08-10,3.0,14.0,17.0
2017-08-11,7.5,36.5,44.0
2017-08-12,24.0,39.5,63.5
2017-08-13,23.1,49.0,72.1
2017-08-14,36.2,57.5,93.7
2017-08-15,32.3,42.5,74.8
2017-08-16,16.0,22.0,38.0
2017-08-17,39.4,224.5,263.9
2017-08-18,37.6,96.5,134.1
2017-08-19,12.5,53.0,65.5
2017-08-20,25.0,91.5,116.5
2017-08-21,24.8,39.5,64.3
2017-08-22,14.0,32.5,46.5
2017-08-23,15.0,63.5,78.5
2017-08-24,26.3,38.0,64.3
2017-08-25,5.0,74.5,79.5
2017-08-26,3.0,25.5,28.5
2017-08-27,13.0,21.0,34.0
2017-08-28,23.8,39.5,63.3
2017-08-29,18.5,15.0,33.5
2017-08-30,44.400000000000006,75.0,119.39999999999999
2017-08-31,2.0,17.5,19.5
2017-09-01,32.1,32.0,64.1
2017-09-02,89.3,41.5,130.8
2017-09-03,64.9,80.5,145.4
2017-09-04,22.0,24.0,46.0
2017-09-05,15.0,25.0,40.0
2017-09-06,78.5,96.5,175.0
2017-09-07,77.1,89.0,166.1
2017-09-08,65.0,79.5,144.5
2017-09-09,37.5,52.3,89.8
2017-09-10,31.3,91.9,123.2
2017-09-11,35.6,129.0,164.6
2017-09-12,13.0,31.5,44.5
2017-09-13,35.900000000000006,65.0,100.9
2017-09-14,78.19999999999999,114.0,192.2
2017-09-15,81.0,189.0,270.0
2017-09-16,66.6,97.0,163.6
2017-09-17,120.3,262.5,382.80000000000007
2017-09-18,29.5,81.5,111.0
2017-09-19,14.5,27.5,42.0
2017-09-20,84.2,117.2,201.39999999999998
2017-09-21,67.5,105.0,172.5
2017-09-22,65.6,139.2,204.8
2017-09-23,32.3,121.5,153.8
2017-09-24,112.3,134.0,246.3
2017-09-25,24.3,69.3,93.6
2017-09-26,20.1,27.3,47.4
2017-09-27,60.0,121.5,181.5
2017-09-28,65.4,89.5,154.9
2017-09-29,110.5,121.5,232.0
2017-09-30,67.3,127.5,194.8
2017-10-01,61.400000000000006,44.0,105.4
2017-10-02,97.99999999999999,40.0,137.99999999999997
2017-10-03,36.6,21.0,57.6
2017-10-04,94.89999999999999,68.5,163.40000000000003
2017-10-05,63.9,124.0,187.9
2017-10-06,88.7,97.5,186.20000000000002
2017-10-07,63.2,95.5,158.7
2017-10-08,77.6,53.0,130.6
2017-10-09,55.099999999999994,50.5,105.6
2017-10-10,80.6,129.5,210.1
2017-10-11,128.7,114.0,242.7
2017-10-12,112.2,140.5,252.70000000000002
2017-10-13,56.900000000000006,74.4,131.3
2017-10-14,125.29999999999998,172.5,297.8
2017-10-15,52.8,128.5,181.3
2017-10-16,86.5,93.39999999999999,179.9
2017-10-17,83.0,130.5,213.5
2017-10-18,81.0,150.8,231.8
2017-10-19,81.0,59.5,140.5
2017-10-20,135.8,110.0,245.79999999999998
2017-10-21,123.6,203.8,327.40000000000003
2017-10-22,77.19999999999999,93.5,170.7
2017-10-23,74.5,69.3,143.8
2017-10-24,102.19999999999999,171.5,273.70000000000005
2017-10-25,113.49999999999999,152.0,265.5
2017-10-26,103.1,159.5,262.6
2017-10-27,136.3,129.5,265.79999999999995
2017-10-28,170.1,149.0,319.1
2017-10-29,160.1,146.3,306.40000000000003
2017-10-30,142.2,103.5,245.7
2017-10-31,81.4,69.5,150.89999999999998
2017-11-01,81.69999999999999,143.3,224.99999999999997
2017-11-02,18.0,131.0,149.0
2017-11-03,52.0,29.5,81.5
2017-11-04,66.6,168.8,235.4
2017-11-05,91.4,97.3,188.70000000000002
2017-11-06,120.39999999999998,116.5,236.9
2017-11-07,81.7,151.3,233.0
2017-11-08,85.60000000000001,138.8,224.39999999999998
2017-11-09,73.7,63.0,136.7
2017-11-10,19.5,43.6,63.1
2017-11-11,110.1,145.0,255.1
2017-11-12,60.2,142.1,202.29999999999998
2017-11-13,135.4,221.5,356.9
2017-11-14,193.9,231.0,424.9
2017-11-15,246.5,226.0,472.5
2017-11-16,72.89999999999999,71.5,144.4
2017-11-17,47.00000000000001,90.5,137.5
2017-11-18,147.7,199.3,347.0
2017-11-19,109.69999999999999,276.0,385.70000000000005
2017-11-20,227.19999999999996,281.8,509.00000000000006
2017-11-21,2.4,15.5,17.9
2017-11-22,0.0,7.0,7.0
2017-11-23,0.0,5.0,5.0
2017-11-24,0.0,22.5,22.5
2017-11-25,0.0,8.0,8.0
2017-11-26,7.5,0.0,7.5
2017-11-27,0.0,21.0,21.0
2017-11-28,12.0,37.0,49.0
2017-11-29,13.0,9.5,22.5
2017-11-30,6.1,11.5,17.6
2017-12-01,220.89999999999998,161.1,382.0
2017-12-02,239.89999999999998,160.0,399.9
2017-12-03,202.0,154.5,356.5
2017-12-04,320.1,223.5,543.6000000000001
2017-12-05,199.0,322.3,521.3000000000001
2017-12-06,99.6,116.5,216.1
2017-12-07,209.2,140.3,349.5
2017-12-08,233.10000000000002,147.3,380.40000000000003
2017-12-09,184.2,248.5,432.70000000000005
2017-12-10,147.3,158.0,305.3
2017-12-11,156.1,174.1,330.20000000000005
2017-12-12,139.29999999999993,274.29999999999995,413.60000000000036
2017-12-13,50.0,149.0,199.0
2017-12-14,96.5,240.5,337.0
2017-12-15,14.0,129.0,143.0
2017-12-16,47.8,224.5,272.3
2017-12-17,33.7,106.0,139.7
2017-12-18,34.3,189.5,223.8
2017-12-19,14.5,134.0,148.5
2017-12-20,28.0,70.0,98.0
2017-12-21,16.5,59.0,75.5
2017-12-22,42.8,64.5,107.3
2017-12-23,58.3,144.0,202.3
2017-12-24,39.5,122.0,161.5
2017-12-25,65.1,102.3,167.4
2017-12-26,9.0,119.5,128.5
2017-12-27,121.8,101.5,223.3
2017-12-28,72.6,64.5,137.1
2017-12-29,25.9,19.6,45.5
2017-12-30,24.8,54.0,78.8
2017-12-31,16.5,51.0,67.5
All,18561.29999999994,23981.29999999997,42542.6
