,实际金额,实际金额,实际金额
2017-06-13,65.0,301.0,366.0
2017-06-14,109.39999999999993,76.0,185.39999999999992
2017-06-15,157.4,143.0,300.4
2017-06-16,339.2,75.0,414.2
2017-06-17,111.1,85.0,196.1
2017-06-18,104.5,92.0,196.5
2017-06-19,209.1,159.7,368.80000000000007
2017-06-20,201.8,145.5,347.3
2017-06-21,251.5,148.0,399.5
2017-06-22,43.5,129.79999999999995,173.29999999999998
2017-06-23,44.0,221.3,265.3
2017-06-24,83.0,119.5,202.5
2017-06-25,141.0,68.5,209.5
2017-06-26,208.60000000000005,151.5,360.1000000000001
2017-06-27,35.800000000000004,339.0,374.80000000000007
2017-06-28,108.6,350.0,458.6
2017-06-29,77.3,110.5,187.8
2017-06-30,217.5,204.0,421.5
2017-07-01,4.0,61.699999999999996,65.69999999999999
2017-07-02,0.0,35.0,35.0
2017-07-03,18.0,22.5,40.5
2017-07-04,14.700000000000001,30.5,45.199999999999996
2017-07-05,26.400000000000006,29.5,55.900000000000006
2017-07-07,17.1,12.0,29.100000000000005
2017-07-08,5.1,10.5,15.6
2017-07-09,1.5,10.0,11.5
2017-07-10,0.0,3.5,3.5
2017-07-11,39.0,26.0,65.0
2017-07-12,2.0,7.5,9.5
2017-07-13,1.4,4.0,5.4
2017-07-14,5.8,30.0,35.8
2017-07-15,16.1,6.0,22.1
2017-07-16,0.5,8.5,9.0
2017-07-17,0.5,4.0,4.5
2017-07-18,19.8,27.0,46.8
2017-07-19,0.0,6.0,6.0
2017-07-20,3.5,16.0,19.5
2017-07-21,6.0,8.5,14.5
2017-07-22,5.5,15.5,21.0
2017-07-23,42.5,32.0,74.5
2017-07-24,228.39999999999998,339.40000000000003,567.8000000000001
2017-07-25,98.1,195.0,293.1
2017-07-26,68.4,198.8,267.2
2017-07-27,111.39999999999998,229.8,341.20000000000005
2017-07-28,27.8,92.3,120.1
2017-07-29,14.3,26.5,40.8
2017-07-30,215.90000000000003,229.8,445.70000000000005
2017-07-31,188.10000000000002,286.8,474.90000000000003
2017-08-01,69.5,152.5,222.0
2017-08-02,28.1,88.5,116.6
2017-08-03,30.400000000000002,109.0,139.39999999999998
2017-08-04,61.6,131.5,193.10000000000002
2017-08-05,24.0,190.5,214.5
2017-08-06,152.5,234.3,386.8
2017-08-07,85.8,118.3,204.1
2017-08-08,42.0,131.0,173.0
2017-08-09,27.5,140.0,167.5
2017-08-10,10.5,49.8,60.3
2017-08-11,26.5,148.0,174.5
2017-08-12,17.8,89.3,107.1
2017-08-13,54.2,176.4,230.6
2017-08-14,47.5,154.1,201.60000000000002
2017-08-15,26.0,208.39999999999998,234.39999999999998
2017-08-16,51.8,132.8,184.6
2017-08-17,120.30000000000001,589.0,709.3
2017-08-18,79.89999999999999,571.6,651.5
2017-08-19,30.0,229.8,259.8
2017-08-20,149.8,481.90000000000003,631.6999999999999
2017-08-21,43.3,189.5,232.8
2017-08-22,63.5,226.8,290.3
2017-08-23,18.0,85.0,103.0
2017-08-24,34.0,112.0,146.0
2017-08-25,19.5,127.5,147.0
2017-08-26,28.5,63.5,92.0
2017-08-27,13.3,73.5,86.8
2017-08-28,27.200000000000003,97.5,124.69999999999999
2017-08-29,13.5,36.0,49.5
2017-08-30,48.5,112.0,160.5
2017-08-31,1.5,26.0,27.5
2017-09-01,120.1,277.6,397.70000000000005
2017-09-02,211.1,275.8,486.90000000000003
2017-09-03,181.80000000000004,299.8,481.6000000000001
2017-09-04,68.2,188.5,256.7
2017-09-05,46.9,94.5,141.4
2017-09-06,240.8,492.9,733.6999999999997
2017-09-07,195.9,323.3,519.2
2017-09-08,168.5,372.0,540.5
2017-09-09,122.99999999999999,341.20000000000005,464.20000000000005
2017-09-10,171.40000000000003,435.8,607.2
2017-09-11,239.8,476.5,716.3000000000001
2017-09-12,103.5,183.0,286.5
2017-09-13,171.90000000000003,279.0,450.90000000000003
2017-09-14,145.3,364.8,510.1
2017-09-15,157.29999999999998,608.8,766.1
2017-09-16,159.0,451.90000000000003,610.9000000000001
2017-09-17,372.7000000000001,763.2,1135.8999999999996
2017-09-18,86.6,273.0,359.6
2017-09-19,24.8,68.0,92.8
2017-09-20,200.40000000000003,481.1,681.5
2017-09-21,135.5,584.0,719.4999999999999
2017-09-22,327.1,476.5,803.6
2017-09-23,216.99999999999997,600.8,817.8000000000001
2017-09-24,229.60000000000002,564.6,794.1999999999999
2017-09-25,126.6,336.0,462.6
2017-09-26,68.1,120.5,188.60000000000002
2017-09-27,205.00000000000003,530.2,735.1999999999999
2017-09-28,190.3,359.9,550.2
2017-09-29,281.40000000000003,581.6,863.0
2017-09-30,281.7,598.2,879.9000000000001
2017-10-01,71.5,13.0,84.5
2017-10-02,33.5,37.0,70.5
2017-10-03,98.5,45.0,143.5
2017-10-04,155.00000000000003,215.0,370.0000000000001
2017-10-05,74.09999999999997,37.0,111.09999999999995
2017-10-06,95.79999999999997,145.0,240.79999999999998
2017-10-07,87.8,170.0,257.8
2017-10-08,105.89999999999999,138.0,243.9
2017-10-09,70.5,55.5,126.0
2017-10-10,82.3,147.3,229.60000000000002
2017-10-11,127.70000000000003,196.5,324.19999999999993
2017-10-12,122.89999999999999,296.0,418.9
2017-10-13,24.599999999999998,154.39999999999998,179.0
2017-10-14,113.1,385.8,498.90000000000003
2017-10-15,101.7,324.3,426.0
2017-10-16,63.500000000000014,140.0,203.50000000000003
2017-10-17,80.89999999999999,236.0,316.90000000000003
2017-10-18,137.0,314.5,451.5
2017-10-19,73.69999999999999,325.5,399.20000000000005
2017-10-20,73.6,278.0,351.6000000000001
2017-10-21,180.89999999999995,277.90000000000003,458.8
2017-10-22,60.0,129.0,189.0
2017-10-23,107.6,115.0,222.6
2017-10-24,105.89999999999999,271.5,377.40000000000003
2017-10-25,89.8,190.0,279.8
2017-10-26,153.10000000000002,324.5,477.6
2017-10-27,251.90000000000003,389.0,640.9
2017-10-28,229.8,386.3,616.1
2017-10-29,207.39999999999998,562.7,770.1
2017-10-30,202.9,240.5,443.4
2017-10-31,144.0,141.5,285.5
2017-11-01,307.09999999999997,656.2,963.3000000000002
2017-11-02,145.39999999999998,393.90000000000003,539.3000000000001
2017-11-03,115.5,175.5,291.0
2017-11-04,175.80000000000004,560.1,735.8999999999997
2017-11-05,397.4000000000001,745.3,1142.6999999999998
2017-11-06,340.5,743.0999999999999,1083.6
2017-11-07,359.1,667.1,1026.1999999999998
2017-11-08,481.20000000000016,879.3,1360.4999999999995
2017-11-09,248.3,527.8,776.1
2017-11-10,49.900000000000006,191.0,240.89999999999998
2017-11-11,240.3,715.6,955.8999999999999
2017-11-12,372.50000000000006,830.1999999999999,1202.6999999999998
2017-11-13,327.00000000000006,834.7,1161.6999999999996
2017-11-14,456.80000000000007,876.9,1333.6999999999996
2017-11-15,494.60000000000014,1019.7,1514.2999999999993
2017-11-16,278.0,615.1,893.0999999999999
2017-11-17,222.8,365.29999999999995,588.1000000000001
2017-11-18,470.90000000000003,993.0999999999998,1463.9999999999995
2017-11-19,453.1000000000001,996.1,1449.1999999999996
2017-11-20,850.6,1236.4999999999998,2087.0999999999995
2017-11-21,11.5,113.5,125.0
2017-11-22,0.0,22.5,22.5
2017-11-23,4.0,10.0,14.0
2017-11-24,13.0,54.0,67.0
2017-11-25,6.0,49.0,55.0
2017-11-26,7.0,31.5,38.5
2017-11-27,0.0,49.0,49.0
2017-11-28,7.0,127.0,134.0
2017-11-29,16.0,103.5,119.5
2017-11-30,0.0,68.0,68.0
2017-12-01,339.40000000000003,300.3,639.6999999999999
2017-12-02,343.0,463.5,806.5
2017-12-03,302.3,301.7,604.0
2017-12-04,237.4,409.0,646.4
2017-12-05,156.1,610.8,766.9000000000001
2017-12-06,56.0,346.5,402.50000000000006
2017-12-07,128.2,248.3,376.5
2017-12-08,188.9,278.5,467.40000000000003
2017-12-09,221.20000000000002,374.8,595.9999999999999
2017-12-10,136.7,233.3,370.00000000000006
2017-12-11,177.1,190.0,367.1
2017-12-12,235.69999999999996,79.5,315.2
2017-12-13,471.3,172.0,643.3
2017-12-14,133.4,534.5,667.9
2017-12-15,38.0,475.0,513.0
2017-12-16,54.2,459.5,513.7
2017-12-17,65.8,301.5,367.3
2017-12-18,167.8,904.8,1072.6
2017-12-19,52.5,461.5,514.0
2017-12-20,56.599999999999994,221.0,277.6
2017-12-21,81.6,219.0,300.6
2017-12-22,53.5,243.3,296.8
2017-12-23,48.6,262.3,310.9
2017-12-24,56.5,217.8,274.3
2017-12-25,77.3,263.5,340.8
2017-12-26,47.5,211.3,258.8
2017-12-27,57.9,127.0,184.9
2017-12-28,106.7,193.79999999999998,300.5
2017-12-29,62.0,78.0,140.0
2017-12-30,65.0,25.5,90.5
2017-12-31,23.0,108.8,131.8
All,31452.399999999663,64203.00000000013,95655.40000000002
